num_iter,testloss,trainloss,passeddata
0,44.3525038431684,43.5352950519645,0
1,42.8102799608387,42.0780611099073,20000
2,41.4373831419970,40.6768982221973,40000
3,40.0360239833044,39.3268108848917,60000
4,38.7392942732134,38.0244546699105,80000
5,37.4482025125576,36.7673677404985,100000
6,36.2290702294336,35.5535711957916,120000
7,35.0318623488440,34.3813608300519,140000
8,33.8892309019458,33.2491982459469,160000
9,32.7755467225271,32.1556535509949,180000
10,31.7065719044478,31.0993748480834,200000
11,30.6688982336230,30.0790716561441,220000
12,29.6698523006358,29.0935055850269,240000
13,28.7021730593154,28.1414847995450,260000
14,27.7689967641262,27.2218604738362,280000
15,26.8661739945289,26.3335243017866,300000
16,25.9947774937508,25.4754065779217,320000
17,25.1522493982168,24.6464745960178,340000
18,24.3386623973000,23.8457312335234,360000
19,23.5522874347875,23.0722136526224,380000
20,22.7927275932483,22.3249920813384,400000
21,22.0586987539532,21.6031686550177,420000
22,21.3495979303102,20.9058763073282,440000
23,20.6643917843581,20.2322777045101,460000
24,20.0024012582957,19.5815642190171,480000
25,19.3627447201540,18.9529549399556,500000
26,18.7447303020071,18.3456957184110,520000
27,18.1475767225334,17.7590582461206,540000
28,17.5706092739775,17.1923391661644,560000
29,17.0131196761260,16.6448592144752,580000
30,16.4744637995806,16.1159623910524,600000
31,15.9539911434959,15.6050151598264,620000
32,15.4510933956601,15.1114056761669,640000
33,14.9651687872553,14.6345430410704,660000
34,14.4956460672052,14.1738565810993,680000
35,14.0419663385621,13.7287951531776,700000
36,13.6035947485293,13.2988264733816,720000
37,13.1800110971494,12.8834364688929,740000
38,12.7707153992487,12.4821286523122,760000
39,12.3752229043331,12.0944235175573,780000
40,11.9930666106457,11.7198579566001,800000
41,11.6237945119043,11.3579846963181,820000
42,11.2669706039652,11.0083717547670,840000
43,10.9221732637365,10.6706019161987,860000
44,10.5889955183076,10.3442722241789,880000
45,10.2670440069212,10.0289934921754,900000
46,9.9559388967668,9.7243898310138,920000
47,9.6553131520513,9.4300981926170,940000
48,9.3648122876892,9.1457679294640,960000
49,9.0840938063142,8.8710603692259,980000
50,8.8128268845847,8.6056484040520,1000000
51,8.5506919075239,8.3492160940022,1020000
52,8.2973801339191,8.1014582841337,1040000
53,8.0525932917500,7.8620802347713,1060000
54,7.8160432450784,7.6307972645061,1080000
55,7.5874516315910,7.4073344054814,1100000
56,7.3665495413803,7.1914260705420,1120000
57,7.1530771863266,6.9828157318367,1140000
58,6.9467835952223,6.7812556104781,1160000
59,6.7474263091240,6.5865063768786,1180000
60,6.5547710943469,6.3983368613926,1200000
61,6.3685916601716,6.2165237749097,1220000
62,6.1886693898185,6.0408514390555,1240000
63,6.0147930780689,5.8711115256682,1260000
64,5.8467586796641,5.7071028052294,1280000
65,5.6843690650299,5.5486309039428,1300000
66,5.5274337852553,5.3955080691601,1320000
67,5.3757688444648,5.2475529428664,1340000
68,5.2291964804225,5.1045903429479,1360000
69,5.0875449523130,4.9664510519735,1380000
70,4.9506483359996,4.8329716132292,1400000
71,4.8183463261161,4.7039941337580,1420000
72,4.6904840450315,4.5793660941618,1440000
73,4.5669118582590,4.4589401649324,1460000
74,4.4474851962242,4.3425740290874,1480000
75,4.3320643820786,4.2301302108932,1500000
76,4.2205144654186,4.1214759104643,1520000
77,4.1127050616605,4.0164828440391,1540000
78,4.0085101969101,3.9150270897331,1560000
79,3.9078081581167,3.8169889385844,1580000
80,3.8104813483452,3.7222527507061,1600000
81,3.7164161469807,3.6307068163720,1620000
82,3.6255027747037,3.5422432218646,1640000
83,3.5376351630682,3.4567577199216,1660000
84,3.4527108285278,3.3741496046230,1680000
85,3.3706307507550,3.2943215905658,1700000
86,3.2912992551094,3.2171796961780,1720000
87,3.2146238991106,3.1426331310311,1740000
88,3.1405153627799,3.0705941870117,1760000
89,3.0688873427184,3.0009781332212,1780000
90,2.9996564497927,2.9337031144737,1800000
91,2.9327421103063,2.8686900532698,1820000
92,2.8680664705365,2.8058625551261,1840000
93,2.8055543045212,2.7451468171451,1860000
94,2.7451329249860,2.6864715397136,1880000
95,2.6867320973031,2.6297678412240,1900000
96,2.6302839563784,2.5749691757116,1920000
97,2.5757229263678,2.5220112533110,1940000
98,2.5229856431239,2.4708319634316,1960000
99,2.4720108792823,2.4213713005619,1980000
100,2.4227394718958,2.3735712926092,2000000
101,2.3751142525293,2.3273759316909,2020000
102,2.3290799797324,2.2827311072899,2040000
103,2.2845832738082,2.2395845416957,2060000
104,2.2415725537986,2.1978857276513,2080000
105,2.1999979766128,2.1575858681307,2100000
106,2.1598113782236,2.1186378181732,2120000
107,2.1209662168623,2.0809960287053,2140000
108,2.0834175181436,2.0446164922808,2160000
109,2.0471218220544,2.0094566906731,2180000
110,2.0120371317433,1.9754755442585,2200000
111,1.9781228640493,1.9426333631251,2220000
112,1.9453398017100,1.9108917998527,2240000
113,1.9136500471927,1.8802138039024,2260000
114,1.8830169780927,1.8505635775636,2280000
115,1.8534052040449,1.8219065334033,2300000
116,1.8247805250984,1.7942092531672,2320000
117,1.7971098915027,1.7674394480826,2340000
118,1.7703613648588,1.7415659205144,2360000
119,1.7445040805874,1.7165585269291,2380000
120,1.7195082116707,1.6923881421214,2400000
121,1.6953449336233,1.6690266246596,2420000
122,1.6719863906504,1.6464467835089,2440000
123,1.6494056629545,1.6246223457927,2460000
124,1.6275767351486,1.6035279256508,2480000
125,1.6064744657412,1.5831389941601,2500000
126,1.5860745576544,1.5634318502783,2520000
127,1.5663535297417,1.5443835927785,2540000
