num_iter,testloss,trainloss,passeddata
0,44.3525038431684,43.5352950519645,0
1000,1.8427569437618,1.8298113982244,10000
2000,1.4231660627790,1.4168517178616,20000
3000,1.2815188336415,1.2759884267875,30000
4000,1.2101544311699,1.2053472102876,40000
5000,1.1659324112071,1.1621462497577,50000
6000,1.1377318195406,1.1346800110736,60000
7000,1.1162437988894,1.1144323618482,70000
8000,1.1002538708692,1.0988934783369,80000
9000,1.0886053057599,1.0867576001034,90000
10000,1.0784800251801,1.0770672654023,100000
11000,1.0707659512548,1.0695637417252,110000
12000,1.0643795288325,1.0633259404918,120000
13000,1.0590018680847,1.0579520431863,130000
14000,1.0541825421153,1.0533418281908,140000
15000,1.0501077977410,1.0493917285919,150000
16000,1.0468361623375,1.0464315832248,160000
17000,1.0433118361504,1.0427737004018,170000
18000,1.0404324099646,1.0398529620071,180000
19000,1.0379185334477,1.0373202451817,190000
20000,1.0356881775246,1.0350379807317,200000
21000,1.0338678881056,1.0331763155621,210000
22000,1.0320702915621,1.0314098736864,220000
23000,1.0300189124560,1.0294860823788,230000
24000,1.0283457653618,1.0278867776280,240000
25000,1.0269725138274,1.0264720788928,250000
26000,1.0253281843096,1.0249492470612,260000
27000,1.0245834339150,1.0241020479925,270000
28000,1.0230825327419,1.0226845557908,280000
29000,1.0220254681820,1.0216648057629,290000
30000,1.0209399097947,1.0206586450002,300000
31000,1.0203371894615,1.0199683450490,310000
32000,1.0190422707127,1.0188270151962,320000
33000,1.0181925299302,1.0179276047320,330000
34000,1.0174662385195,1.0172684340369,340000
35000,1.0165975622883,1.0163626779922,350000
36000,1.0158891128183,1.0157012394198,360000
37000,1.0152189682878,1.0150669420450,370000
38000,1.0145764346624,1.0143966800996,380000
39000,1.0139982372738,1.0138303105781,390000
40000,1.0134723528165,1.0132627517965,400000
41000,1.0130487142911,1.0128090904170,410000
42000,1.0126144578039,1.0123982397411,420000
43000,1.0121511333159,1.0118710753184,430000
44000,1.0115756721298,1.0113650332827,440000
45000,1.0110496083454,1.0108952103678,450000
46000,1.0106412077481,1.0105026257689,460000
47000,1.0105699068601,1.0103364484130,470000
48000,1.0099560687881,1.0098183897533,480000
49000,1.0095100432988,1.0093759105354,490000
50000,1.0091680463617,1.0090249733468,500000
51000,1.0088247466938,1.0086951005063,510000
52000,1.0084526173157,1.0083467374878,520000
53000,1.0081676145898,1.0080694984796,530000
54000,1.0078029960860,1.0077627443242,540000
55000,1.0073497758594,1.0073351587103,550000
56000,1.0070671507895,1.0070737726691,560000
57000,1.0068094016244,1.0068024510393,570000
58000,1.0065264355424,1.0065116830520,580000
59000,1.0063043478816,1.0062857183099,590000
60000,1.0060034732905,1.0059831703237,600000
61000,1.0057927767290,1.0057868173778,610000
62000,1.0055445291558,1.0055000317779,620000
63000,1.0053156731448,1.0052697219781,630000
64000,1.0052112409776,1.0051932989949,640000
65000,1.0049319423559,1.0049127538704,650000
66000,1.0046485120424,1.0046294218052,660000
67000,1.0044225002786,1.0044126242102,670000
68000,1.0042292414032,1.0042378399790,680000
69000,1.0041217946621,1.0041461267420,690000
70000,1.0039200754270,1.0039288008141,700000
71000,1.0037316406431,1.0037357078471,710000
72000,1.0035752938117,1.0036063427484,720000
73000,1.0033617191886,1.0033801606388,730000
74000,1.0032275800636,1.0032150003135,740000
75000,1.0031078709297,1.0030938946171,750000
76000,1.0029231595180,1.0029090721341,760000
77000,1.0027254454921,1.0027331423443,770000
78000,1.0025644358756,1.0025807195502,780000
79000,1.0024332943113,1.0024562302002,790000
80000,1.0022882586929,1.0023064235279,800000
81000,1.0021672152127,1.0021857714153,810000
82000,1.0020461646226,1.0020620388752,820000
83000,1.0018807815204,1.0019203766591,830000
84000,1.0017204356913,1.0017874928185,840000
85000,1.0016368362432,1.0016950483933,850000
86000,1.0015367300418,1.0015870800280,860000
87000,1.0013477419549,1.0014207351853,870000
88000,1.0012387736771,1.0013144941157,880000
89000,1.0011046595972,1.0011730535458,890000
90000,1.0009997635690,1.0010793657340,900000
91000,1.0009120852546,1.0009891837509,910000
92000,1.0008014759810,1.0008997563537,920000
93000,1.0007081725262,1.0008083064280,930000
94000,1.0005964309913,1.0007084984670,940000
95000,1.0003865867194,1.0005249302350,950000
96000,1.0003133947588,1.0004640555629,960000
97000,1.0001879363498,1.0003279363002,970000
98000,1.0001104331056,1.0002412037460,980000
99000,1.0000286940104,1.0001898300188,990000
100000,1.0000861406425,1.0002808747659,1000000
101000,0.9999055395743,1.0001010897442,1010000
102000,0.9997056835233,0.9998797819489,1020000
103000,0.9996095564034,0.9997727759494,1030000
104000,0.9995195128552,0.9996910385371,1040000
105000,0.9994488464548,0.9996344221892,1050000
106000,0.9993512687675,0.9995438459098,1060000
107000,0.9993075811313,0.9995092291606,1070000
108000,0.9992198912937,0.9994080321483,1080000
109000,0.9991321511313,0.9993157620249,1090000
110000,0.9990544876960,0.9992457625490,1100000
111000,0.9989854474338,0.9991752871604,1110000
112000,0.9989162202907,0.9991061598207,1120000
113000,0.9988328981750,0.9990354545495,1130000
114000,0.9987910370492,0.9989862668164,1140000
115000,0.9987070608949,0.9989179803329,1150000
116000,0.9986262747598,0.9988312589858,1160000
117000,0.9985542167826,0.9987674396008,1170000
118000,0.9985135367084,0.9987181325470,1180000
119000,0.9984493913031,0.9986428469979,1190000
120000,0.9983944769110,0.9985899533971,1200000
