num_iter,testloss,trainloss,passeddata
0,44.3525038431684,43.5352950519645,0
1,44.3476712501660,43.5307142827971,20000
1,40.1548181277976,39.4263574907145,21000
1,36.4052477752725,35.7307911273207,22000
1,32.9868796223446,32.3612296425166,23000
1,29.9350016698494,29.3586656031679,24000
1,27.2193797620962,26.6566983294131,25000
1,24.6387569793682,24.1340418280128,26000
1,22.3527060603866,21.8952858169660,27000
1,20.3406621109810,19.9140166760974,28000
1,18.5276944756405,18.1402857962190,29000
1,16.8756635809320,16.4851638501686,30000
1,15.3692934061903,15.0122349707509,31000
1,13.9341149531278,13.6234049320675,32000
1,12.6842320473605,12.4062469108334,33000
1,11.5177859982359,11.2442308279928,34000
1,10.6583978654331,10.4527165424633,35000
1,9.5871113708412,9.3674241872439,36000
1,9.0155459157395,8.7538505074377,37000
1,8.0936649702642,7.8697870255757,38000
1,7.4564876521539,7.2510323345201,39000
1,6.7186943405220,6.5634017866985,40000
1,6.2459327664755,6.1214086596378,41000
1,5.6359278574765,5.4974346767774,42000
1,5.1729110927306,5.0502870016981,43000
1,4.7526340058568,4.6422573879542,44000
1,4.4558007593739,4.3469527182204,45000
1,4.1561391450551,4.0691717158688,46000
1,3.8322474935145,3.7581178764297,47000
1,3.5383014640144,3.4538905514636,48000
1,3.4266373393119,3.3406203278102,49000
1,3.0445147759112,2.9794382894676,50000
1,2.9986308016226,2.9265521171720,51000
1,2.6788817835408,2.6276879748137,52000
1,2.6856157709218,2.6496678071772,53000
1,2.3625537845957,2.3125960299250,54000
1,2.4533764935500,2.4246899837980,55000
1,2.1625535801861,2.1194808257605,56000
1,2.0729377225307,2.0281467564709,57000
1,1.9605616745451,1.9322708607019,58000
1,1.8154774987930,1.7895782640458,59000
1,1.7975920624460,1.7691319809994,60000
1,1.7832090181959,1.7568312654295,61000
1,1.6948690416092,1.6679786642437,62000
1,1.7254050141233,1.6989058975059,63000
1,1.5648986966232,1.5433421374901,64000
1,1.6016430252169,1.5943258704577,65000
1,1.4947336659305,1.4711322471750,66000
1,1.6289791427471,1.6267268066834,67000
1,1.3894181308719,1.3783345048979,68000
1,1.4515194109901,1.4354347325867,69000
1,1.3174175135359,1.3103078381085,70000
1,1.3543466627251,1.3540778373216,71000
1,1.4343568059445,1.4388547568691,72000
1,1.3022661320347,1.3001771175400,73000
1,1.2635947086660,1.2587781452237,74000
1,1.2040028878218,1.1995908680344,75000
1,1.2722850372150,1.2650643102619,76000
1,1.1824028864258,1.1777180213965,77000
1,1.2738267216607,1.2775736904318,78000
1,1.1808793833812,1.1788931985016,79000
1,1.2132175393855,1.2137071378610,80000
1,1.1689007658134,1.1691397524183,81000
1,1.2381102135773,1.2384247474491,82000
1,1.2183410676657,1.2191036712482,83000
1,1.4018760780298,1.4037775681435,84000
1,1.2117274287746,1.2170032595787,85000
1,1.1458413780241,1.1521987803107,86000
1,1.1286618193612,1.1328277281467,87000
1,1.1451655327065,1.1487717255796,88000
1,1.1587519094647,1.1628067505780,89000
1,1.1368702626642,1.1413781909215,90000
1,1.3382984933826,1.3452225375885,91000
1,1.1105336016240,1.1148586121071,92000
1,1.4980942075740,1.5090274304714,93000
1,1.2276952965117,1.2362596233760,94000
1,1.1617525719558,1.1721095889643,95000
1,1.1600055216361,1.1705543554429,96000
1,1.1808750874786,1.1883378428035,97000
1,1.1259055822705,1.1332520630920,98000
1,1.1396187111663,1.1470259801017,99000
1,1.2195291042082,1.2216936235335,100000
1,1.4594300454748,1.4684171312326,101000
1,1.1455201510408,1.1522683025587,102000
1,1.3427996705395,1.3497015480098,103000
1,1.3249805265268,1.3327195419419,104000
1,1.1558340200375,1.1646733836206,105000
1,1.8252100684449,1.8392348205874,106000
1,1.7698956638696,1.7867830225802,107000
1,1.1130101864215,1.1205878605732,108000
1,1.2143733469751,1.2221720293970,109000
1,1.4199181661144,1.4254967854616,110000
